"","q1a","q1b","q2","q3","q4","q5","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q7a","q7b","q7c","q7d","q7e","q7f","q7g","q7h","q7i","q7j","q7k","q8a","q8b","q8c","q8d","q8e","q8f","q8g","q8h","q8i","q8j","q8k","q9a","q9b","q9c","q9d","q9e","q9f","q9g","q9h","q9i","q9j","q9k","q9l","q9m","q10a","q10b","q10c","q10d","q10e","q10f","q10g","q10h","q10i","q10j","q10k","q10l","q10m","q11a","q11b","q11c","q11d","q11e","q11f","q11g","q11h","q11i","q12","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q23","q24","q25","q26","q27","q28","q29","q30","q31a","q31b","q31c","q31d","q31e","q31f","q31g","q31h","q32_1a","q32_1b","q32_1c","q32_1d","q32_1e","q32_2a","q32_2b","q32_2c","q32_2d","q32_2e","q33a","q33b","q33c","q33d","q33e","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","q46_1","q46_2","q46_3","q46_4","q47_1","q47_2","q47_3"
"303207",2,20,2,1,2,2,2,3,1,1,4,3,3,2,2,2,3,1,2,1,1,1,4,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,2,1,1,2,3,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,4,2,1,2,3,1,1,3,1,NA,1,2,2,NA,2,0,1,1,0,0,0,3,2,1,1,2,4,2,3,2,3,1,1,3,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,2,NA,1,2,5,6,1,2,1,1,2,0,1,0,0,1,1,1
"303208",2,20,1,1,2,4,2,3,3,4,4,2,2,1,1,2,3,2,2,2,1,2,3,3,1,1,0,0,0,0,0,1,0,0,0,1,2,3,2,2,2,2,2,2,2,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,3,2,3,3,3,3,1,2,1,2,2,NA,2,2,NA,2,1,1,0,0,0,0,2,1,3,2,3,3,1,0,2,3,3,2,3,2,2,2,1,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,4,6,6,3,2,1,1,2,0,0,1,0,1,1,1
"303209",2,19,2,1,2,3,2,1,1,3,2,2,2,2,2,1,2,1,3,1,1,2,3,2,0,0,1,0,1,0,0,1,0,0,0,1,2,3,3,2,1,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,3,1,4,1,1,2,2,1,1,2,1,NA,3,4,1,3,1,0,1,0,1,0,0,3,2,1,1,1,4,2,2,2,3,2,1,3,3,1,2,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,1
"303210",2,19,1,1,2,4,2,2,2,3,3,3,2,2,1,2,3,3,3,2,1,1,3,3,1,1,0,0,0,0,0,1,0,0,0,1,1,3,2,2,2,2,2,2,2,2,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,2,3,2,2,3,3,1,1,3,3,3,NA,2,1,4,3,1,1,0,0,1,0,3,3,1,1,2,2,3,3,3,3,2,3,3,2,2,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,12,2,NA,1,2,2,2,2,2,1,1,2,0,0,0,1,1,1,1
"303211",2,22,2,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,1,2,2,2,3,2,1,1,2,3,NA,3,4,1,2,2,0,1,0,0,0,0,1,2,2,2,3,3,2,1,2,3,2,2,3,2,3,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,20,3,NA,1,3,6,6,2,1,2,1,2,0,0,0,1,1,1,1
"104101",1,19,2,1,2,2,4,2,3,2,4,4,4,2,1,2,2,2,3,1,1,1,3,3,0,1,0,0,1,0,0,1,0,0,0,2,2,2,2,2,1,2,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,1,2,3,2,3,4,1,1,4,3,NA,3,5,1,3,2,0,1,0,1,1,0,3,3,1,2,2,2,3,3,2,3,1,3,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7,3,NA,3,2,3,3,2,2,1,1,2,0,1,0,0,1,1,2
"104102",1,19,2,1,2,1,1,1,2,3,3,3,2,2,2,2,2,2,2,2,1,2,4,2,1,1,0,0,0,0,0,1,0,0,0,1,1,3,3,3,1,2,2,1,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,1,3,3,3,3,3,1,1,3,3,NA,1,4,1,4,4,0,1,0,1,0,0,3,2,1,2,3,2,5,3,1,4,2,4,4,1,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2,NA,3,3,3,4,3,2,1,1,2,1,0,0,0,1,1,1
"104103",1,19,2,1,2,2,2,3,3,4,3,2,3,1,1,2,2,2,3,3,1,2,4,2,1,1,0,0,0,0,0,1,0,0,0,1,2,3,2,3,2,2,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,3,2,3,2,2,4,3,1,1,2,1,NA,3,5,1,1,2,1,1,0,0,0,1,3,5,2,1,2,2,3,4,1,2,1,3,3,2,4,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6,1,NA,1,2,2,2,3,2,1,1,2,0,0,0,1,1,1,1
"104104",1,19,2,1,2,1,2,2,2,2,2,2,4,1,1,1,2,2,3,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,2,3,1,1,3,2,1,1,3,3,NA,1,4,2,NA,2,1,1,0,1,1,0,3,2,1,1,2,2,2,1,2,3,1,3,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1,NA,1,2,2,2,1,2,1,1,2,0,0,0,1,1,1,1
"104105",2,21,1,1,2,1,3,2,1,3,4,3,3,1,1,2,2,1,1,1,1,2,2,3,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,3,2,1,2,1,2,1,1,3,3,5,NA,2,1,1,3,0,1,0,0,0,0,3,2,2,2,3,2,1,3,3,4,2,2,3,2,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,NA,3,2,6,6,3,1,2,1,2,0,0,0,1,1,1,2
"104106",3,21,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,3,3,1,0,0,0,1,1,0,0,0,0,0,2,2,3,3,1,1,2,3,2,2,3,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,2,2,3,1,1,2,2,1,1,3,3,2,NA,2,2,NA,2,0,1,0,0,1,0,3,2,1,1,3,2,2,2,2,4,1,4,4,1,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,2,NA,3,3,6,6,3,2,1,2,NA,NA,NA,NA,NA,1,1,2
"104107",3,22,1,2,1,1,2,2,1,1,2,3,2,2,3,3,2,2,2,3,1,2,4,2,1,0,0,1,0,0,0,1,0,0,0,2,1,2,1,2,1,1,2,1,2,3,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,2,4,1,2,1,1,1,1,1,3,3,NA,2,2,NA,2,0,1,0,1,0,0,2,4,1,1,3,1,3,2,1,4,1,1,1,1,2,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,22,3,NA,1,2,2,6,1,2,1,1,2,0,0,0,1,1,1,1
"104108",4,23,1,2,2,1,2,3,2,3,4,2,3,1,1,3,3,2,3,1,1,2,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2,3,3,2,1,2,1,1,3,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4,1,1,2,2,3,2,1,1,3,2,3,NA,2,2,NA,2,1,1,0,1,0,0,2,4,1,2,3,3,2,2,2,3,1,2,3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,9,1,NA,3,3,6,6,1,2,1,1,2,0,0,0,1,1,1,1
"104109",4,22,1,3,2,1,1,1,3,3,4,2,3,3,2,1,2,1,1,2,1,2,4,3,0,0,0,0,1,1,0,1,0,0,0,1,1,2,2,3,2,3,3,3,2,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,1,4,1,2,1,1,1,1,1,2,3,NA,2,2,NA,2,1,1,0,1,0,0,2,4,1,2,4,1,4,3,1,2,2,2,2,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,2,NA,1,2,2,2,3,2,1,1,2,0,0,1,0,1,1,2
"104110",4,21,2,3,2,1,1,2,1,1,3,3,3,2,2,2,2,1,2,2,1,1,3,2,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2,3,1,2,2,1,2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,1,3,1,1,3,2,1,1,2,3,NA,3,5,1,2,1,1,1,0,1,0,0,1,5,4,2,2,2,1,3,1,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,11,1,NA,1,2,1,1,2,2,1,1,4,1,1,0,0,1,1,1
"104201",1,20,1,1,2,1,1,2,2,4,2,2,1,2,1,1,2,2,2,1,1,4,4,4,0,1,1,0,0,0,0,1,0,0,0,1,1,3,3,2,1,2,2,1,2,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,3,2,2,3,3,1,1,2,3,3,NA,2,2,NA,2,1,1,0,0,0,0,1,2,1,1,3,4,4,2,1,4,1,4,4,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,11,1,NA,3,2,6,6,2,2,1,1,3,1,1,0,0,1,1,1
"104202",2,21,2,1,2,4,2,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,0,1,0,0,1,0,0,0,1,0,0,1,1,3,3,2,2,2,2,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,2,4,3,3,3,3,1,1,3,1,NA,3,4,1,1,1,1,1,1,0,1,1,1,2,1,1,3,4,1,3,2,4,2,2,3,4,2,4,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,6,2,2,2,1,2,0,0,0,1,1,1,1
"104203",1,19,1,1,1,4,2,2,2,3,1,1,1,2,3,1,1,2,2,3,1,1,3,4,0,0,1,1,0,0,0,0,1,0,0,1,1,3,2,1,2,2,3,2,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,3,2,2,2,2,1,1,4,3,2,NA,3,1,1,1,0,1,0,0,0,0,1,1,6,1,1,4,0,4,4,1,1,1,1,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,10,1,NA,3,2,6,6,2,2,1,1,2,0,1,0,0,1,1,1
"104204",3,20,2,1,2,4,2,1,1,2,3,3,3,1,1,1,1,1,2,2,1,1,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,2,2,1,1,2,2,1,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,1,2,2,2,3,3,1,1,3,3,NA,1,2,1,1,2,0,1,0,0,0,0,2,2,1,1,2,3,1,1,2,3,2,2,2,1,3,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,20,2,NA,1,3,2,3,2,3,2,1,3,1,0,0,0,1,1,1
"104205",1,18,2,1,2,6,1,1,1,2,3,4,3,2,3,1,2,1,1,2,3,3,4,3,0,0,1,0,1,1,0,0,0,0,0,1,1,1,3,1,2,2,3,3,2,2,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,4,2,1,2,2,1,1,2,3,NA,3,4,2,NA,2,0,1,1,0,1,0,3,3,2,2,1,4,2,2,2,4,1,2,3,1,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,2,2,1,2,NA,NA,NA,NA,NA,1,1,1
"104206",2,20,1,1,2,1,1,2,2,3,2,3,3,2,2,2,2,2,3,3,1,2,4,3,0,0,0,0,1,0,0,1,1,0,0,1,2,2,3,3,2,2,3,2,3,2,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,4,2,2,2,2,1,1,3,2,2,NA,2,1,4,2,1,1,0,0,0,0,3,1,1,1,2,3,3,3,2,2,2,2,2,2,2,3,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,2,3,2,1,1,2,1,0,0,0,1,1,1
"104207",2,20,1,1,2,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,1,4,4,4,1,1,0,0,0,0,0,1,0,0,0,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,3,1,1,3,3,1,1,3,2,3,NA,2,2,NA,3,0,1,1,0,0,0,3,2,1,1,3,2,1,3,2,2,1,2,3,1,2,3,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,25,2,NA,1,3,2,2,3,2,1,1,3,1,1,0,0,2,2,2
"104208",4,23,1,3,2,1,1,1,1,3,2,2,2,2,2,2,2,1,2,1,1,1,3,4,0,0,0,0,1,0,1,1,0,0,0,1,1,3,2,2,1,2,2,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2,2,1,1,3,3,2,NA,2,1,4,2,1,1,0,1,0,0,3,3,1,3,2,3,1,1,1,2,1,1,1,1,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,NA,1,4,6,3,3,2,1,1,2,1,0,0,0,1,1,1
"104209",2,19,2,1,2,4,3,4,4,2,3,3,4,2,1,2,2,2,3,1,1,2,3,2,0,1,0,0,1,0,0,1,0,0,0,1,1,2,2,2,1,2,2,1,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2,2,3,1,3,3,3,3,1,1,2,3,NA,3,7,2,NA,2,1,1,0,0,0,0,3,2,1,2,3,4,4,4,2,2,3,2,3,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NA,3,2,NA,NA,3,2,1,1,2,0,1,0,0,1,2,2
"104210",3,22,1,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,0,1,0,0,0,0,0,1,1,0,0,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,2,2,2,2,3,3,1,1,2,3,3,NA,2,1,1,3,0,1,0,0,1,0,3,2,3,2,3,1,3,0,3,3,2,3,3,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,2,NA,1,2,6,6,1,1,2,1,3,0,0,0,1,1,1,1
"104211",2,19,2,1,2,1,2,2,2,1,2,3,1,2,2,1,1,2,1,3,1,1,4,2,0,0,1,1,0,0,0,1,0,0,0,1,1,2,2,1,1,3,2,1,1,1,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,3,1,3,2,2,4,3,1,1,3,3,NA,1,2,1,3,2,0,1,0,0,0,0,2,5,3,2,2,4,2,5,2,4,1,3,3,1,2,3,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,17,1,NA,1,3,6,3,1,2,1,1,2,0,1,0,0,1,1,2
"104212",2,20,2,1,2,3,1,1,2,2,3,3,2,2,2,2,2,1,2,2,1,2,3,3,0,0,1,0,1,0,0,1,0,0,0,1,1,2,2,2,2,2,3,2,1,1,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,3,1,4,3,2,3,3,1,1,3,3,NA,1,2,1,3,1,1,1,0,0,0,0,3,2,3,3,2,4,2,2,2,4,1,2,2,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,1,NA,3,2,6,6,2,2,1,1,2,0,0,0,1,1,1,1
"104301",3,20,1,2,1,1,1,1,1,1,3,1,2,2,2,2,1,2,2,4,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,2,1,2,2,2,2,2,2,1,1,2,2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,2,2,4,3,3,2,1,3,2,1,1,3,3,1,NA,2,1,2,1,0,1,0,0,0,0,3,5,1,1,2,2,4,3,2,4,1,4,4,1,4,4,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,15,2,NA,3,2,4,4,1,2,1,1,2,0,0,0,1,1,1,1
"104302",4,21,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,3,2,0,0,0,0,0,1,0,1,1,0,0,1,1,3,2,2,1,3,2,1,2,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,4,2,3,2,2,4,4,1,1,2,3,NA,2,5,2,NA,1,1,1,0,1,1,0,2,4,2,3,3,2,5,6,2,4,1,NA,NA,1,3,2,1,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,4,6,4,2,2,1,2,NA,NA,NA,NA,NA,2,2,2
"104303",2,20,1,1,2,1,4,3,2,3,4,3,4,1,1,1,1,2,2,3,1,3,4,2,1,0,0,0,1,0,0,1,0,0,0,1,1,2,3,3,2,1,2,2,3,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2,1,2,2,1,1,1,1,3,2,5,NA,2,2,NA,4,1,1,0,0,0,0,3,5,4,1,3,4,3,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,1,4,1,6,3,1,2,1,2,0,0,1,0,1,1,2
"104304",2,21,1,1,2,1,2,2,1,1,4,3,3,1,2,1,1,1,1,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,3,2,2,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,3,2,1,1,1,2,2,1,1,3,2,4,NA,2,2,NA,2,1,1,0,0,0,0,3,2,4,2,3,4,7,3,1,2,1,1,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10,3,NA,1,3,2,5,2,2,1,1,3,1,0,1,0,1,1,1
"104305",3,20,2,2,2,1,2,1,2,4,2,2,4,3,3,1,1,1,1,4,3,1,3,1,0,0,0,1,1,0,0,0,1,0,0,2,2,2,2,1,1,3,3,2,2,2,3,4,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,1,3,3,3,3,3,3,3,1,1,2,3,NA,3,5,2,NA,2,1,1,1,1,1,1,2,5,1,1,3,1,6,5,3,4,2,2,2,1,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,2,NA,3,2,5,5,1,2,1,1,2,0,0,1,0,1,1,1
"104306",3,21,2,2,2,1,3,3,3,2,3,3,2,3,2,2,1,2,2,3,2,2,3,2,0,0,0,1,0,0,0,1,1,0,0,2,2,3,3,2,1,3,1,1,1,1,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,3,3,2,2,1,3,3,1,1,3,3,NA,3,4,2,NA,3,0,1,0,0,0,0,2,5,1,1,3,3,5,2,2,4,2,3,3,1,2,4,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,3,2,2,1,1,3,0,1,1,0,1,1,1
"104307",2,23,2,1,2,3,3,2,2,2,2,3,3,2,1,2,3,2,3,1,1,2,4,4,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2,3,3,2,3,3,3,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,3,2,2,2,3,1,1,3,1,NA,3,2,1,1,1,1,1,0,0,1,0,2,4,2,3,2,2,7,6,2,3,2,3,2,2,3,2,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,13,3,NA,1,2,2,2,2,1,2,1,2,0,0,0,1,1,2,2
"104308",3,22,2,2,2,1,2,1,1,1,2,3,2,2,2,2,1,1,1,4,2,1,3,1,0,0,0,1,0,0,0,0,1,0,1,1,1,2,2,1,1,2,1,1,1,1,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,3,2,4,2,1,3,2,1,1,3,3,NA,3,2,2,NA,2,0,1,0,0,0,0,2,5,1,1,2,2,3,4,2,3,1,2,3,1,2,4,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,1,2,1,1,3,0,0,1,1,1,1,1
"104309",3,21,2,2,1,3,2,3,2,2,3,2,2,3,1,3,2,2,3,1,2,1,4,2,0,1,0,0,0,0,1,0,1,0,0,2,2,3,2,2,1,2,2,1,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,2,3,2,3,1,4,3,1,1,2,3,NA,3,5,2,NA,2,1,1,0,0,0,0,3,3,1,1,3,1,2,4,2,2,2,3,2,2,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,NA,1,2,2,3,2,2,1,2,NA,NA,NA,NA,NA,1,1,2
"104310",1,20,1,1,2,3,2,1,3,4,1,3,3,4,4,1,1,1,3,4,4,1,4,3,0,0,1,1,1,0,0,0,0,0,0,1,2,3,3,3,1,3,2,2,2,3,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,3,3,3,4,3,1,1,3,3,2,NA,2,2,NA,2,1,1,0,0,0,0,3,3,1,1,3,2,1,1,4,4,3,4,4,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5,1,NA,3,4,6,6,3,2,1,1,3,1,0,0,0,1,1,1
"104401",3,20,1,2,1,1,1,1,2,4,2,2,3,2,3,1,1,1,3,2,3,1,1,4,0,0,0,1,1,0,0,0,1,0,0,4,2,2,2,3,2,2,3,3,2,3,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,3,2,3,2,3,1,2,2,3,1,1,3,2,3,NA,2,2,NA,2,1,1,1,1,1,0,1,2,1,1,4,1,6,4,1,2,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,1,NA,3,2,2,2,3,2,1,1,2,0,0,0,1,1,1,1
"104402",3,21,1,2,1,NA,2,3,2,3,3,3,3,2,1,4,4,1,2,2,2,1,3,3,0,1,0,0,1,0,0,0,1,0,0,1,1,3,3,3,1,3,2,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,2,1,1,1,3,3,1,2,1,3,3,NA,7,2,NA,2,1,1,0,0,0,0,3,2,1,1,2,2,4,3,2,2,2,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,2,NA,3,3,2,6,2,2,1,1,2,0,0,0,1,1,1,1
"104403",3,21,2,2,2,3,4,2,2,2,3,3,3,1,1,1,1,1,1,1,1,2,4,4,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,4,1,2,2,3,3,1,1,2,3,NA,3,3,2,NA,3,0,1,0,0,0,0,1,5,1,1,2,1,2,2,2,2,1,4,4,4,2,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,3,NA,2,1,1,2,1,0,0,0,1,2,2
"104404",3,20,2,2,1,3,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,4,1,3,3,4,4,1,1,2,3,NA,3,7,2,NA,1,0,0,1,0,0,0,2,5,6,1,4,1,3,4,1,3,1,4,4,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,1,NA,3,2,6,6,2,2,1,1,2,0,0,1,0,1,2,2
"104405",3,21,1,2,2,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,1,3,1,0,0,0,1,0,0,0,0,1,0,1,3,2,3,2,2,2,3,3,3,2,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,3,2,3,1,3,2,2,2,2,1,1,3,3,1,NA,2,1,1,2,1,1,0,0,0,0,3,4,1,1,1,2,2,2,2,3,1,4,4,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,2,NA,1,3,1,2,2,2,1,1,3,1,1,0,0,1,1,1
"104406",3,21,2,1,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,4,4,4,3,1,0,1,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,3,3,4,3,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,2,2,3,3,3,3,2,1,1,3,3,NA,3,4,1,1,1,1,1,0,0,1,0,2,5,1,2,3,2,3,1,2,2,2,3,3,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,NA,1,3,4,4,1,2,1,1,2,0,0,0,1,1,1,1
"104407",3,21,1,1,2,5,4,1,1,4,1,2,1,4,2,1,1,1,1,3,1,1,1,3,0,0,1,1,0,0,0,1,0,0,0,4,4,4,4,4,1,3,3,3,3,4,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3,2,3,4,4,4,4,2,2,1,1,1,NA,7,1,1,3,0,1,0,1,1,0,4,4,1,2,2,1,1,2,1,4,1,4,4,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,8,2,NA,3,2,6,6,2,2,1,1,3,0,1,0,1,1,1,1
"104408",3,21,2,2,1,3,1,2,2,4,2,2,2,2,2,3,3,3,3,1,1,2,3,3,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,2,1,2,2,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,2,2,2,3,3,1,1,3,3,NA,1,2,2,NA,1,0,1,0,0,0,0,3,2,2,1,1,4,4,4,2,4,3,2,2,2,3,4,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,4,1,2,1,1,2,0,0,1,0,1,1,1
"104409",3,21,2,2,2,4,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,3,0,0,1,0,1,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2,3,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,2,2,3,3,3,3,1,1,4,1,NA,5,5,1,4,3,1,1,0,0,0,0,3,2,1,2,2,3,0,1,2,2,2,2,2,1,3,2,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,1
"104501",3,21,1,2,2,1,2,2,1,3,3,3,2,1,3,3,3,2,3,3,1,3,4,1,1,0,0,0,1,0,0,1,0,0,0,2,2,3,3,4,4,2,3,3,3,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,3,3,1,4,3,3,3,3,1,1,3,3,NA,NA,2,1,1,4,1,1,0,0,1,0,2,2,3,1,2,2,3,2,2,3,3,1,3,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,1,NA,1,1,3,3,NA,2,1,1,3,0,0,1,0,1,1,2
